,state,State Name,disease,Number of Rubella Cases,"Rubella Incidence Per 100,000 People",year,number_week
44378,OH,OHIO,RUBELLA,0,0.0,1989,51
44379,OK,OKLAHOMA,RUBELLA,0,0.0,1989,51
44380,OR,OREGON,RUBELLA,1,0.04,1989,51
44381,TN,TENNESSEE,RUBELLA,0,0.0,1989,51
44382,TX,TEXAS,RUBELLA,0,0.0,1989,51
44383,VT,VERMONT,RUBELLA,0,0.0,1989,51
44384,WI,WISCONSIN,RUBELLA,0,0.0,1989,51
44385,WY,WYOMING,RUBELLA,0,0.0,1989,51
44386,AL,ALABAMA,RUBELLA,0,0.0,1989,52
44387,CO,COLORADO,RUBELLA,0,0.0,1989,52
44388,FL,FLORIDA,RUBELLA,1,0.01,1989,52
44389,HI,HAWAII,RUBELLA,1,0.09,1989,52
44390,IA,IOWA,RUBELLA,0,0.0,1989,52
44391,ID,IDAHO,RUBELLA,0,0.0,1989,52
44392,IL,ILLINOIS,RUBELLA,0,0.0,1989,52
44393,KS,KANSAS,RUBELLA,0,0.0,1989,52
44394,LA,LOUISIANA,RUBELLA,0,0.0,1989,52
44395,MA,MASSACHUSETTS,RUBELLA,0,0.0,1989,52
44396,MD,MARYLAND,RUBELLA,0,0.0,1989,52
44397,MI,MICHIGAN,RUBELLA,0,0.0,1989,52
44398,MO,MISSOURI,RUBELLA,0,0.0,1989,52
44399,MT,MONTANA,RUBELLA,0,0.0,1989,52
44400,NC,NORTH CAROLINA,RUBELLA,0,0.0,1989,52
44401,ND,NORTH DAKOTA,RUBELLA,0,0.0,1989,52
44402,NH,NEW HAMPSHIRE,RUBELLA,0,0.0,1989,52
44403,NJ,NEW JERSEY,RUBELLA,0,0.0,1989,52
44404,NV,NEVADA,RUBELLA,0,0.0,1989,52
44405,NY,NEW YORK,RUBELLA,0,0.0,1989,52
44406,OH,OHIO,RUBELLA,0,0.0,1989,52
44407,OK,OKLAHOMA,RUBELLA,0,0.0,1989,52
44408,OR,OREGON,RUBELLA,0,0.0,1989,52
44409,TN,TENNESSEE,RUBELLA,0,0.0,1989,52
44410,TX,TEXAS,RUBELLA,0,0.0,1989,52
44411,VT,VERMONT,RUBELLA,0,0.0,1989,52
44412,WI,WISCONSIN,RUBELLA,0,0.0,1989,52
44413,WY,WYOMING,RUBELLA,0,0.0,1989,52
44414,CA,CALIFORNIA,RUBELLA,3,0.01,1990,01
44415,CA,CALIFORNIA,RUBELLA,2,0.01,1990,02
44416,HI,HAWAII,RUBELLA,2,0.18,1990,02
44417,CA,CALIFORNIA,RUBELLA,0,0.0,1990,03
44418,HI,HAWAII,RUBELLA,0,0.0,1990,03
44419,CA,CALIFORNIA,RUBELLA,1,0.0,1990,04
44420,HI,HAWAII,RUBELLA,0,0.0,1990,04
44421,IL,ILLINOIS,RUBELLA,2,0.02,1990,04
44422,RI,RHODE ISLAND,RUBELLA,1,0.1,1990,04
44423,CA,CALIFORNIA,RUBELLA,5,0.02,1990,05
44424,HI,HAWAII,RUBELLA,1,0.09,1990,05
44425,IL,ILLINOIS,RUBELLA,0,0.0,1990,05
44426,NJ,NEW JERSEY,RUBELLA,0,0.0,1990,05
44427,RI,RHODE ISLAND,RUBELLA,0,0.0,1990,05
44428,CA,CALIFORNIA,RUBELLA,6,0.02,1990,06
44429,HI,HAWAII,RUBELLA,1,0.09,1990,06
44430,IL,ILLINOIS,RUBELLA,1,0.01,1990,06
44431,RI,RHODE ISLAND,RUBELLA,0,0.0,1990,06
44432,CA,CALIFORNIA,RUBELLA,4,0.01,1990,07
44433,HI,HAWAII,RUBELLA,0,0.0,1990,07
44434,IL,ILLINOIS,RUBELLA,0,0.0,1990,07
44435,RI,RHODE ISLAND,RUBELLA,0,0.0,1990,07
44436,CA,CALIFORNIA,RUBELLA,11,0.04,1990,08
44437,HI,HAWAII,RUBELLA,0,0.0,1990,08
44438,IL,ILLINOIS,RUBELLA,0,0.0,1990,08
44439,RI,RHODE ISLAND,RUBELLA,0,0.0,1990,08
44440,CA,CALIFORNIA,RUBELLA,20,0.07,1990,09
44441,FL,FLORIDA,RUBELLA,1,0.01,1990,09
44442,HI,HAWAII,RUBELLA,0,0.0,1990,09
44443,IL,ILLINOIS,RUBELLA,0,0.0,1990,09
44444,RI,RHODE ISLAND,RUBELLA,0,0.0,1990,09
44445,CA,CALIFORNIA,RUBELLA,7,0.02,1990,10
44446,FL,FLORIDA,RUBELLA,3,0.02,1990,10
44447,HI,HAWAII,RUBELLA,0,0.0,1990,10
44448,IL,ILLINOIS,RUBELLA,0,0.0,1990,10
44449,PA,PENNSYLVANIA,RUBELLA,1,0.01,1990,10
44450,RI,RHODE ISLAND,RUBELLA,0,0.0,1990,10
44451,CA,CALIFORNIA,RUBELLA,12,0.04,1990,11
44452,CT,CONNECTICUT,RUBELLA,1,0.03,1990,11
44453,FL,FLORIDA,RUBELLA,1,0.01,1990,11
44454,HI,HAWAII,RUBELLA,0,0.0,1990,11
44455,ID,IDAHO,RUBELLA,1,0.1,1990,11
44456,IL,ILLINOIS,RUBELLA,0,0.0,1990,11
44457,PA,PENNSYLVANIA,RUBELLA,0,0.0,1990,11
44458,RI,RHODE ISLAND,RUBELLA,0,0.0,1990,11
44459,TN,TENNESSEE,RUBELLA,1,0.02,1990,11
44460,CA,CALIFORNIA,RUBELLA,16,0.05,1990,12
44461,CT,CONNECTICUT,RUBELLA,0,0.0,1990,12
44462,FL,FLORIDA,RUBELLA,1,0.01,1990,12
44463,HI,HAWAII,RUBELLA,0,0.0,1990,12
44464,ID,IDAHO,RUBELLA,0,0.0,1990,12
44465,IL,ILLINOIS,RUBELLA,0,0.0,1990,12
44466,MT,MONTANA,RUBELLA,5,0.62,1990,12
44467,PA,PENNSYLVANIA,RUBELLA,0,0.0,1990,12
44468,RI,RHODE ISLAND,RUBELLA,0,0.0,1990,12
44469,TN,TENNESSEE,RUBELLA,0,0.0,1990,12
44470,CA,CALIFORNIA,RUBELLA,15,0.05,1990,13
44471,CT,CONNECTICUT,RUBELLA,0,0.0,1990,13
44472,FL,FLORIDA,RUBELLA,0,0.0,1990,13
44473,HI,HAWAII,RUBELLA,0,0.0,1990,13
44474,ID,IDAHO,RUBELLA,0,0.0,1990,13
44475,IL,ILLINOIS,RUBELLA,2,0.02,1990,13
44476,MT,MONTANA,RUBELLA,0,0.0,1990,13
44477,OR,OREGON,RUBELLA,2,0.07,1990,13
44478,PA,PENNSYLVANIA,RUBELLA,0,0.0,1990,13
44479,RI,RHODE ISLAND,RUBELLA,0,0.0,1990,13
44480,TN,TENNESSEE,RUBELLA,0,0.0,1990,13
44481,CA,CALIFORNIA,RUBELLA,50,0.17,1990,14
44482,CT,CONNECTICUT,RUBELLA,1,0.03,1990,14
44483,FL,FLORIDA,RUBELLA,0,0.0,1990,14
44484,HI,HAWAII,RUBELLA,0,0.0,1990,14
44485,ID,IDAHO,RUBELLA,2,0.2,1990,14
44486,IL,ILLINOIS,RUBELLA,2,0.02,1990,14
44487,MT,MONTANA,RUBELLA,0,0.0,1990,14
44488,PA,PENNSYLVANIA,RUBELLA,0,0.0,1990,14
44489,RI,RHODE ISLAND,RUBELLA,0,0.0,1990,14
44490,TN,TENNESSEE,RUBELLA,0,0.0,1990,14
44491,CA,CALIFORNIA,RUBELLA,15,0.05,1990,15
44492,CO,COLORADO,RUBELLA,2,0.06,1990,15
44493,CT,CONNECTICUT,RUBELLA,0,0.0,1990,15
44494,DC,DISTRICT OF COLUMBIA,RUBELLA,1,0.17,1990,15
44495,FL,FLORIDA,RUBELLA,0,0.0,1990,15
44496,HI,HAWAII,RUBELLA,0,0.0,1990,15
44497,ID,IDAHO,RUBELLA,0,0.0,1990,15
44498,IL,ILLINOIS,RUBELLA,1,0.01,1990,15
44499,MT,MONTANA,RUBELLA,0,0.0,1990,15
44500,PA,PENNSYLVANIA,RUBELLA,0,0.0,1990,15
44501,RI,RHODE ISLAND,RUBELLA,0,0.0,1990,15
44502,TN,TENNESSEE,RUBELLA,0,0.0,1990,15
44503,AR,ARKANSAS,RUBELLA,1,0.04,1990,16
44504,CA,CALIFORNIA,RUBELLA,21,0.07,1990,16
44505,CO,COLORADO,RUBELLA,0,0.0,1990,16
44506,CT,CONNECTICUT,RUBELLA,0,0.0,1990,16
44507,DC,DISTRICT OF COLUMBIA,RUBELLA,0,0.0,1990,16
44508,FL,FLORIDA,RUBELLA,1,0.01,1990,16
44509,HI,HAWAII,RUBELLA,0,0.0,1990,16
44510,ID,IDAHO,RUBELLA,0,0.0,1990,16
44511,IL,ILLINOIS,RUBELLA,3,0.03,1990,16
44512,MT,MONTANA,RUBELLA,0,0.0,1990,16
44513,PA,PENNSYLVANIA,RUBELLA,0,0.0,1990,16
44514,RI,RHODE ISLAND,RUBELLA,0,0.0,1990,16
44515,TN,TENNESSEE,RUBELLA,0,0.0,1990,16
44516,AR,ARKANSAS,RUBELLA,0,0.0,1990,17
44517,CA,CALIFORNIA,RUBELLA,12,0.04,1990,17
44518,CO,COLORADO,RUBELLA,0,0.0,1990,17
44519,CT,CONNECTICUT,RUBELLA,0,0.0,1990,17
44520,DC,DISTRICT OF COLUMBIA,RUBELLA,0,0.0,1990,17
44521,FL,FLORIDA,RUBELLA,0,0.0,1990,17
44522,HI,HAWAII,RUBELLA,1,0.09,1990,17
44523,ID,IDAHO,RUBELLA,3,0.3,1990,17
44524,IL,ILLINOIS,RUBELLA,0,0.0,1990,17
44525,MT,MONTANA,RUBELLA,8,1.0,1990,17
44526,NV,NEVADA,RUBELLA,0,0.0,1990,17
44527,PA,PENNSYLVANIA,RUBELLA,0,0.0,1990,17
44528,RI,RHODE ISLAND,RUBELLA,0,0.0,1990,17
44529,TN,TENNESSEE,RUBELLA,0,0.0,1990,17
44530,AR,ARKANSAS,RUBELLA,0,0.0,1990,18
44531,CA,CALIFORNIA,RUBELLA,20,0.07,1990,18
44532,CO,COLORADO,RUBELLA,1,0.03,1990,18
44533,CT,CONNECTICUT,RUBELLA,0,0.0,1990,18
44534,DC,DISTRICT OF COLUMBIA,RUBELLA,0,0.0,1990,18
44535,FL,FLORIDA,RUBELLA,0,0.0,1990,18
44536,HI,HAWAII,RUBELLA,0,0.0,1990,18
44537,ID,IDAHO,RUBELLA,0,0.0,1990,18
44538,IL,ILLINOIS,RUBELLA,1,0.01,1990,18
44539,MD,MARYLAND,RUBELLA,1,0.02,1990,18
44540,MT,MONTANA,RUBELLA,0,0.0,1990,18
44541,NV,NEVADA,RUBELLA,0,0.0,1990,18
44542,PA,PENNSYLVANIA,RUBELLA,0,0.0,1990,18
44543,RI,RHODE ISLAND,RUBELLA,0,0.0,1990,18
44544,TN,TENNESSEE,RUBELLA,0,0.0,1990,18
44545,AR,ARKANSAS,RUBELLA,0,0.0,1990,19
44546,CA,CALIFORNIA,RUBELLA,12,0.04,1990,19
44547,CO,COLORADO,RUBELLA,0,0.0,1990,19
44548,CT,CONNECTICUT,RUBELLA,0,0.0,1990,19
44549,DC,DISTRICT OF COLUMBIA,RUBELLA,0,0.0,1990,19
44550,FL,FLORIDA,RUBELLA,0,0.0,1990,19
44551,HI,HAWAII,RUBELLA,1,0.09,1990,19
44552,IA,IOWA,RUBELLA,1,0.04,1990,19
44553,ID,IDAHO,RUBELLA,1,0.1,1990,19
44554,IL,ILLINOIS,RUBELLA,0,0.0,1990,19
44555,LA,LOUISIANA,RUBELLA,11,0.26,1990,19
44556,MD,MARYLAND,RUBELLA,0,0.0,1990,19
44557,MI,MICHIGAN,RUBELLA,9,0.1,1990,19
44558,MT,MONTANA,RUBELLA,0,0.0,1990,19
44559,NH,NEW HAMPSHIRE,RUBELLA,1,0.09,1990,19
44560,NV,NEVADA,RUBELLA,0,0.0,1990,19
44561,PA,PENNSYLVANIA,RUBELLA,0,0.0,1990,19
44562,RI,RHODE ISLAND,RUBELLA,0,0.0,1990,19
44563,TN,TENNESSEE,RUBELLA,0,0.0,1990,19
44564,UT,UTAH,RUBELLA,1,0.06,1990,19
44565,AZ,ARIZONA,RUBELLA,14,0.38,1990,21
44566,CA,CALIFORNIA,RUBELLA,34,0.11,1990,21
44567,ID,IDAHO,RUBELLA,12,1.19,1990,21
44568,AR,ARKANSAS,RUBELLA,0,0.0,1990,22
44569,AZ,ARIZONA,RUBELLA,4,0.11,1990,22
44570,CA,CALIFORNIA,RUBELLA,34,0.11,1990,22
44571,CO,COLORADO,RUBELLA,0,0.0,1990,22
44572,CT,CONNECTICUT,RUBELLA,0,0.0,1990,22
44573,DC,DISTRICT OF COLUMBIA,RUBELLA,0,0.0,1990,22
44574,FL,FLORIDA,RUBELLA,0,0.0,1990,22
44575,HI,HAWAII,RUBELLA,0,0.0,1990,22
44576,IA,IOWA,RUBELLA,2,0.07,1990,22
44577,ID,IDAHO,RUBELLA,6,0.59,1990,22
44578,IL,ILLINOIS,RUBELLA,3,0.03,1990,22
44579,MD,MARYLAND,RUBELLA,0,0.0,1990,22
44580,MI,MICHIGAN,RUBELLA,0,0.0,1990,22
44581,MT,MONTANA,RUBELLA,0,0.0,1990,22
44582,ND,NORTH DAKOTA,RUBELLA,0,0.0,1990,22
44583,NH,NEW HAMPSHIRE,RUBELLA,0,0.0,1990,22
44584,NV,NEVADA,RUBELLA,0,0.0,1990,22
44585,PA,PENNSYLVANIA,RUBELLA,0,0.0,1990,22
44586,RI,RHODE ISLAND,RUBELLA,0,0.0,1990,22
44587,TN,TENNESSEE,RUBELLA,0,0.0,1990,22
44588,UT,UTAH,RUBELLA,0,0.0,1990,22
44589,AR,ARKANSAS,RUBELLA,0,0.0,1990,23
44590,AZ,ARIZONA,RUBELLA,0,0.0,1990,23
44591,CA,CALIFORNIA,RUBELLA,9,0.03,1990,23
44592,CO,COLORADO,RUBELLA,0,0.0,1990,23
44593,CT,CONNECTICUT,RUBELLA,1,0.03,1990,23
44594,DC,DISTRICT OF COLUMBIA,RUBELLA,0,0.0,1990,23
44595,FL,FLORIDA,RUBELLA,0,0.0,1990,23
44596,HI,HAWAII,RUBELLA,0,0.0,1990,23
44597,IA,IOWA,RUBELLA,0,0.0,1990,23
44598,ID,IDAHO,RUBELLA,19,1.88,1990,23
44599,IL,ILLINOIS,RUBELLA,0,0.0,1990,23
44600,MD,MARYLAND,RUBELLA,0,0.0,1990,23
44601,MI,MICHIGAN,RUBELLA,0,0.0,1990,23
44602,MN,MINNESOTA,RUBELLA,0,0.0,1990,23
44603,MT,MONTANA,RUBELLA,0,0.0,1990,23
44604,ND,NORTH DAKOTA,RUBELLA,0,0.0,1990,23
44605,NH,NEW HAMPSHIRE,RUBELLA,0,0.0,1990,23
44606,NV,NEVADA,RUBELLA,0,0.0,1990,23
44607,PA,PENNSYLVANIA,RUBELLA,0,0.0,1990,23
44608,RI,RHODE ISLAND,RUBELLA,0,0.0,1990,23
44609,TN,TENNESSEE,RUBELLA,0,0.0,1990,23
44610,UT,UTAH,RUBELLA,0,0.0,1990,23
44611,AR,ARKANSAS,RUBELLA,0,0.0,1990,24
44612,AZ,ARIZONA,RUBELLA,3,0.08,1990,24
44613,CA,CALIFORNIA,RUBELLA,37,0.12,1990,24
44614,CO,COLORADO,RUBELLA,0,0.0,1990,24
44615,CT,CONNECTICUT,RUBELLA,0,0.0,1990,24
44616,DC,DISTRICT OF COLUMBIA,RUBELLA,0,0.0,1990,24
44617,FL,FLORIDA,RUBELLA,0,0.0,1990,24
44618,HI,HAWAII,RUBELLA,1,0.09,1990,24
44619,IA,IOWA,RUBELLA,1,0.04,1990,24
44620,ID,IDAHO,RUBELLA,1,0.1,1990,24
44621,IL,ILLINOIS,RUBELLA,0,0.0,1990,24
44622,MD,MARYLAND,RUBELLA,0,0.0,1990,24
44623,MI,MICHIGAN,RUBELLA,0,0.0,1990,24
44624,MN,MINNESOTA,RUBELLA,0,0.0,1990,24
44625,MT,MONTANA,RUBELLA,0,0.0,1990,24
44626,ND,NORTH DAKOTA,RUBELLA,0,0.0,1990,24
44627,NH,NEW HAMPSHIRE,RUBELLA,0,0.0,1990,24
44628,NV,NEVADA,RUBELLA,0,0.0,1990,24
44629,PA,PENNSYLVANIA,RUBELLA,0,0.0,1990,24
44630,RI,RHODE ISLAND,RUBELLA,0,0.0,1990,24
44631,TN,TENNESSEE,RUBELLA,0,0.0,1990,24
44632,UT,UTAH,RUBELLA,0,0.0,1990,24
44633,WI,WISCONSIN,RUBELLA,0,0.0,1990,24
44634,AR,ARKANSAS,RUBELLA,0,0.0,1990,25
44635,AZ,ARIZONA,RUBELLA,0,0.0,1990,25
44636,CA,CALIFORNIA,RUBELLA,2,0.01,1990,25
44637,CO,COLORADO,RUBELLA,0,0.0,1990,25
44638,CT,CONNECTICUT,RUBELLA,0,0.0,1990,25
44639,DC,DISTRICT OF COLUMBIA,RUBELLA,0,0.0,1990,25
44640,FL,FLORIDA,RUBELLA,0,0.0,1990,25
44641,HI,HAWAII,RUBELLA,0,0.0,1990,25
44642,IA,IOWA,RUBELLA,0,0.0,1990,25
44643,ID,IDAHO,RUBELLA,0,0.0,1990,25
44644,IL,ILLINOIS,RUBELLA,2,0.02,1990,25
44645,MD,MARYLAND,RUBELLA,0,0.0,1990,25
44646,MI,MICHIGAN,RUBELLA,0,0.0,1990,25
44647,MN,MINNESOTA,RUBELLA,0,0.0,1990,25
44648,MT,MONTANA,RUBELLA,0,0.0,1990,25
44649,ND,NORTH DAKOTA,RUBELLA,0,0.0,1990,25
44650,NH,NEW HAMPSHIRE,RUBELLA,0,0.0,1990,25
44651,NV,NEVADA,RUBELLA,0,0.0,1990,25
44652,OH,OHIO,RUBELLA,1,0.01,1990,25
44653,OK,OKLAHOMA,RUBELLA,1,0.03,1990,25
44654,PA,PENNSYLVANIA,RUBELLA,0,0.0,1990,25
44655,RI,RHODE ISLAND,RUBELLA,0,0.0,1990,25
44656,TN,TENNESSEE,RUBELLA,0,0.0,1990,25
44657,UT,UTAH,RUBELLA,0,0.0,1990,25
44658,VA,VIRGINIA,RUBELLA,1,0.02,1990,25
44659,WI,WISCONSIN,RUBELLA,1,0.02,1990,25
44660,AR,ARKANSAS,RUBELLA,0,0.0,1990,26
44661,AZ,ARIZONA,RUBELLA,4,0.11,1990,26
44662,CA,CALIFORNIA,RUBELLA,31,0.1,1990,26
44663,CO,COLORADO,RUBELLA,0,0.0,1990,26
44664,CT,CONNECTICUT,RUBELLA,0,0.0,1990,26
44665,DC,DISTRICT OF COLUMBIA,RUBELLA,0,0.0,1990,26
44666,FL,FLORIDA,RUBELLA,0,0.0,1990,26
44667,HI,HAWAII,RUBELLA,0,0.0,1990,26
44668,IA,IOWA,RUBELLA,0,0.0,1990,26
44669,ID,IDAHO,RUBELLA,1,0.1,1990,26
44670,MD,MARYLAND,RUBELLA,0,0.0,1990,26
44671,MI,MICHIGAN,RUBELLA,0,0.0,1990,26
44672,MN,MINNESOTA,RUBELLA,0,0.0,1990,26
44673,MT,MONTANA,RUBELLA,0,0.0,1990,26
44674,ND,NORTH DAKOTA,RUBELLA,0,0.0,1990,26
44675,NH,NEW HAMPSHIRE,RUBELLA,0,0.0,1990,26
44676,NV,NEVADA,RUBELLA,3,0.25,1990,26
44677,OH,OHIO,RUBELLA,0,0.0,1990,26
44678,OK,OKLAHOMA,RUBELLA,0,0.0,1990,26
44679,PA,PENNSYLVANIA,RUBELLA,0,0.0,1990,26
44680,RI,RHODE ISLAND,RUBELLA,0,0.0,1990,26
44681,TN,TENNESSEE,RUBELLA,0,0.0,1990,26
44682,UT,UTAH,RUBELLA,0,0.0,1990,26
44683,VA,VIRGINIA,RUBELLA,0,0.0,1990,26
44684,WI,WISCONSIN,RUBELLA,0,0.0,1990,26
44685,AR,ARKANSAS,RUBELLA,0,0.0,1990,27
44686,AZ,ARIZONA,RUBELLA,3,0.08,1990,27
44687,CA,CALIFORNIA,RUBELLA,5,0.02,1990,27
44688,CO,COLORADO,RUBELLA,0,0.0,1990,27
44689,CT,CONNECTICUT,RUBELLA,0,0.0,1990,27
44690,DC,DISTRICT OF COLUMBIA,RUBELLA,0,0.0,1990,27
44691,FL,FLORIDA,RUBELLA,0,0.0,1990,27
44692,HI,HAWAII,RUBELLA,1,0.09,1990,27
44693,IA,IOWA,RUBELLA,0,0.0,1990,27
44694,ID,IDAHO,RUBELLA,0,0.0,1990,27
44695,IL,ILLINOIS,RUBELLA,0,0.0,1990,27
44696,MA,MASSACHUSETTS,RUBELLA,2,0.03,1990,27
44697,MD,MARYLAND,RUBELLA,0,0.0,1990,27
44698,MI,MICHIGAN,RUBELLA,0,0.0,1990,27
44699,MN,MINNESOTA,RUBELLA,0,0.0,1990,27
44700,MT,MONTANA,RUBELLA,0,0.0,1990,27
44701,ND,NORTH DAKOTA,RUBELLA,0,0.0,1990,27
44702,NH,NEW HAMPSHIRE,RUBELLA,0,0.0,1990,27
44703,NV,NEVADA,RUBELLA,0,0.0,1990,27
44704,OH,OHIO,RUBELLA,0,0.0,1990,27
44705,OK,OKLAHOMA,RUBELLA,0,0.0,1990,27
44706,OR,OREGON,RUBELLA,1,0.03,1990,27
44707,PA,PENNSYLVANIA,RUBELLA,0,0.0,1990,27
44708,RI,RHODE ISLAND,RUBELLA,0,0.0,1990,27
44709,TN,TENNESSEE,RUBELLA,0,0.0,1990,27
44710,UT,UTAH,RUBELLA,0,0.0,1990,27
44711,VA,VIRGINIA,RUBELLA,0,0.0,1990,27
44712,WI,WISCONSIN,RUBELLA,0,0.0,1990,27
44713,AR,ARKANSAS,RUBELLA,0,0.0,1990,28
44714,AZ,ARIZONA,RUBELLA,1,0.03,1990,28
44715,CA,CALIFORNIA,RUBELLA,17,0.06,1990,28
44716,CO,COLORADO,RUBELLA,1,0.03,1990,28
44717,CT,CONNECTICUT,RUBELLA,0,0.0,1990,28
44718,DC,DISTRICT OF COLUMBIA,RUBELLA,0,0.0,1990,28
44719,FL,FLORIDA,RUBELLA,0,0.0,1990,28
44720,HI,HAWAII,RUBELLA,1,0.09,1990,28
44721,IA,IOWA,RUBELLA,0,0.0,1990,28
44722,ID,IDAHO,RUBELLA,2,0.2,1990,28
44723,IL,ILLINOIS,RUBELLA,0,0.0,1990,28
44724,MA,MASSACHUSETTS,RUBELLA,0,0.0,1990,28
44725,MD,MARYLAND,RUBELLA,0,0.0,1990,28
44726,MI,MICHIGAN,RUBELLA,0,0.0,1990,28
44727,MN,MINNESOTA,RUBELLA,0,0.0,1990,28
44728,MT,MONTANA,RUBELLA,0,0.0,1990,28
44729,ND,NORTH DAKOTA,RUBELLA,0,0.0,1990,28
44730,NH,NEW HAMPSHIRE,RUBELLA,0,0.0,1990,28
44731,NV,NEVADA,RUBELLA,0,0.0,1990,28
44732,OH,OHIO,RUBELLA,0,0.0,1990,28
44733,OK,OKLAHOMA,RUBELLA,0,0.0,1990,28
44734,OR,OREGON,RUBELLA,2,0.07,1990,28
44735,PA,PENNSYLVANIA,RUBELLA,0,0.0,1990,28
44736,RI,RHODE ISLAND,RUBELLA,0,0.0,1990,28
44737,TN,TENNESSEE,RUBELLA,0,0.0,1990,28
44738,UT,UTAH,RUBELLA,0,0.0,1990,28
44739,VA,VIRGINIA,RUBELLA,0,0.0,1990,28
44740,WI,WISCONSIN,RUBELLA,1,0.02,1990,28
44741,AL,ALABAMA,RUBELLA,1,0.02,1990,29
44742,AR,ARKANSAS,RUBELLA,0,0.0,1990,29
44743,AZ,ARIZONA,RUBELLA,0,0.0,1990,29
44744,CA,CALIFORNIA,RUBELLA,6,0.02,1990,29
44745,CO,COLORADO,RUBELLA,0,0.0,1990,29
44746,CT,CONNECTICUT,RUBELLA,0,0.0,1990,29
44747,DC,DISTRICT OF COLUMBIA,RUBELLA,0,0.0,1990,29
44748,FL,FLORIDA,RUBELLA,1,0.01,1990,29
44749,HI,HAWAII,RUBELLA,0,0.0,1990,29
44750,IA,IOWA,RUBELLA,0,0.0,1990,29
44751,ID,IDAHO,RUBELLA,0,0.0,1990,29
44752,IL,ILLINOIS,RUBELLA,0,0.0,1990,29
44753,MA,MASSACHUSETTS,RUBELLA,0,0.0,1990,29
44754,MD,MARYLAND,RUBELLA,1,0.02,1990,29
44755,MI,MICHIGAN,RUBELLA,0,0.0,1990,29
44756,MN,MINNESOTA,RUBELLA,0,0.0,1990,29
44757,MT,MONTANA,RUBELLA,0,0.0,1990,29
44758,ND,NORTH DAKOTA,RUBELLA,0,0.0,1990,29
44759,NH,NEW HAMPSHIRE,RUBELLA,0,0.0,1990,29
44760,NV,NEVADA,RUBELLA,0,0.0,1990,29
44761,OH,OHIO,RUBELLA,0,0.0,1990,29
44762,OK,OKLAHOMA,RUBELLA,0,0.0,1990,29
44763,OR,OREGON,RUBELLA,1,0.03,1990,29
44764,PA,PENNSYLVANIA,RUBELLA,0,0.0,1990,29
44765,RI,RHODE ISLAND,RUBELLA,0,0.0,1990,29
44766,TN,TENNESSEE,RUBELLA,0,0.0,1990,29
44767,UT,UTAH,RUBELLA,0,0.0,1990,29
44768,VA,VIRGINIA,RUBELLA,0,0.0,1990,29
44769,WI,WISCONSIN,RUBELLA,0,0.0,1990,29
44770,AL,ALABAMA,RUBELLA,0,0.0,1990,30
44771,AR,ARKANSAS,RUBELLA,2,0.08,1990,30
44772,AZ,ARIZONA,RUBELLA,0,0.0,1990,30
44773,CA,CALIFORNIA,RUBELLA,4,0.01,1990,30
44774,CO,COLORADO,RUBELLA,0,0.0,1990,30
44775,CT,CONNECTICUT,RUBELLA,0,0.0,1990,30
44776,DC,DISTRICT OF COLUMBIA,RUBELLA,0,0.0,1990,30
44777,FL,FLORIDA,RUBELLA,0,0.0,1990,30
44778,HI,HAWAII,RUBELLA,0,0.0,1990,30
44779,IA,IOWA,RUBELLA,0,0.0,1990,30
44780,ID,IDAHO,RUBELLA,1,0.1,1990,30
44781,IL,ILLINOIS,RUBELLA,0,0.0,1990,30
44782,MA,MASSACHUSETTS,RUBELLA,0,0.0,1990,30
44783,MD,MARYLAND,RUBELLA,0,0.0,1990,30
44784,MI,MICHIGAN,RUBELLA,0,0.0,1990,30
44785,MN,MINNESOTA,RUBELLA,0,0.0,1990,30
44786,MT,MONTANA,RUBELLA,0,0.0,1990,30
44787,ND,NORTH DAKOTA,RUBELLA,0,0.0,1990,30
44788,NH,NEW HAMPSHIRE,RUBELLA,0,0.0,1990,30
44789,NV,NEVADA,RUBELLA,0,0.0,1990,30
44790,OH,OHIO,RUBELLA,0,0.0,1990,30
44791,OK,OKLAHOMA,RUBELLA,0,0.0,1990,30
44792,OR,OREGON,RUBELLA,1,0.03,1990,30
44793,PA,PENNSYLVANIA,RUBELLA,0,0.0,1990,30
44794,RI,RHODE ISLAND,RUBELLA,0,0.0,1990,30
44795,TN,TENNESSEE,RUBELLA,0,0.0,1990,30
44796,UT,UTAH,RUBELLA,0,0.0,1990,30
44797,VA,VIRGINIA,RUBELLA,0,0.0,1990,30
44798,WI,WISCONSIN,RUBELLA,0,0.0,1990,30
44799,AL,ALABAMA,RUBELLA,0,0.0,1990,31
44800,AR,ARKANSAS,RUBELLA,0,0.0,1990,31
44801,AZ,ARIZONA,RUBELLA,0,0.0,1990,31
44802,CA,CALIFORNIA,RUBELLA,5,0.02,1990,31
44803,CO,COLORADO,RUBELLA,0,0.0,1990,31
44804,CT,CONNECTICUT,RUBELLA,0,0.0,1990,31
44805,DC,DISTRICT OF COLUMBIA,RUBELLA,0,0.0,1990,31
44806,FL,FLORIDA,RUBELLA,0,0.0,1990,31
44807,HI,HAWAII,RUBELLA,0,0.0,1990,31
44808,IA,IOWA,RUBELLA,0,0.0,1990,31
44809,ID,IDAHO,RUBELLA,0,0.0,1990,31
44810,IL,ILLINOIS,RUBELLA,0,0.0,1990,31
44811,MA,MASSACHUSETTS,RUBELLA,0,0.0,1990,31
44812,MD,MARYLAND,RUBELLA,0,0.0,1990,31
